user,joined_timestamp,num_auctions_engaged
buyer,2016-03-09 05:01:29,18
buyer,2016-03-09 23:53:38,21
buyer,2016-03-10 02:13:36,21
seller,2016-03-11 03:57:20,13
seller,2016-03-11 07:40:31,16
buyer,2016-03-11 23:40:36,21
seller,2016-03-14 13:19:24,15
seller,2016-03-15 02:23:38,13
seller,2016-03-16 00:15:39,16
seller,2016-03-16 01:02:19,16
buyer,2016-03-16 01:08:16,24
buyer,2016-03-16 01:17:04,13
buyer,2016-03-16 07:55:44,22
buyer,2016-03-16 11:36:31,21
buyer,2016-03-17 00:05:43,17
buyer,2016-03-17 02:39:50,21
buyer,2016-03-17 02:46:25,16
seller,2016-03-17 03:57:56,19
buyer,2016-03-17 22:57:42,17
buyer,2016-03-18 05:01:11,21
buyer,2016-03-18 07:10:40,21
seller,2016-03-19 02:28:06,12
seller,2016-03-19 06:31:58,14
buyer,2016-03-22 01:26:40,20
buyer,2016-03-22 03:34:35,21
buyer,2016-03-23 05:33:19,17
buyer,2016-03-25 00:18:03,18
buyer,2016-03-25 03:16:12,23
seller,2016-03-25 06:45:38,13
buyer,2016-03-25 06:48:50,12
buyer,2016-03-29 04:21:36,17
buyer,2016-03-29 05:57:04,16
buyer,2016-03-29 06:44:14,20
buyer,2016-03-30 00:48:19,20
buyer,2016-03-30 03:01:08,16
buyer,2016-03-30 05:16:57,18
buyer,2016-03-30 05:21:51,16
buyer,2016-03-30 06:11:44,16
buyer,2016-03-30 23:59:55,19
buyer,2016-03-31 04:45:17,20
buyer,2016-03-31 05:25:02,19
buyer,2016-04-01 01:18:54,21
buyer,2016-04-02 01:03:37,21
buyer,2016-04-05 02:05:51,18
buyer,2016-04-05 03:10:41,17
buyer,2016-04-05 04:13:20,16
buyer,2016-04-05 04:34:47,15
buyer,2016-04-05 04:51:44,19
buyer,2016-04-05 05:17:06,18
buyer,2016-04-05 06:11:33,25
seller,2016-04-06 01:31:02,12
buyer,2016-04-06 03:17:28,14
buyer,2016-04-07 00:39:20,23
buyer,2016-04-07 03:55:19,12
buyer,2016-04-07 04:51:10,14
buyer,2016-04-07 07:10:34,20
seller,2016-04-08 05:52:16,9
buyer,2016-04-09 00:05:54,22
buyer,2016-04-09 05:38:53,14
buyer,2016-04-09 10:13:59,15
buyer,2016-04-09 10:48:07,17
buyer,2016-04-13 04:16:17,17
buyer,2016-04-13 05:33:05,14
buyer,2016-04-14 01:36:22,19
buyer,2016-04-14 02:29:57,17
buyer,2016-04-14 04:33:37,14
buyer,2016-04-15 00:13:20,16
buyer,2016-04-19 01:04:55,22
buyer,2016-04-19 02:38:51,17
buyer,2016-04-19 05:59:27,18
buyer,2016-04-19 06:09:27,21
buyer,2016-04-19 22:58:56,19
buyer,2016-04-20 00:15:27,15
buyer,2016-04-20 03:40:41,18
buyer,2016-04-20 04:11:35,17
buyer,2016-04-22 03:43:31,19
buyer,2016-04-23 03:53:44,17
buyer,2016-04-23 05:21:09,22
buyer,2016-04-23 10:37:16,16
buyer,2016-04-23 10:58:20,17
buyer,2016-04-26 23:41:43,19
buyer,2016-04-27 04:45:34,24
buyer,2016-04-28 00:27:40,21
buyer,2016-04-28 03:07:16,20
seller,2016-04-28 04:59:51,14
buyer,2016-04-30 03:35:35,22
buyer,2016-05-02 01:28:11,25
buyer,2016-05-02 22:58:56,23
buyer,2016-05-03 03:23:12,22
buyer,2016-05-03 03:42:10,21
buyer,2016-05-03 03:43:08,16
seller,2016-05-03 03:51:19,20
buyer,2016-05-03 07:05:06,21
buyer,2016-05-04 04:02:25,18
buyer,2016-05-04 06:04:27,24
buyer,2016-05-04 23:53:50,20
seller,2016-05-05 02:23:11,16
seller,2016-05-05 04:29:02,12
buyer,2016-05-06 03:19:59,12
buyer,2016-05-07 00:52:51,17
buyer,2016-05-08 06:30:20,18
seller,2016-05-10 01:38:56,14
seller,2016-05-10 02:24:55,15
buyer,2016-05-10 02:43:30,19
seller,2016-05-11 01:20:25,15
buyer,2016-05-11 01:23:49,18
seller,2016-05-11 01:52:58,16
buyer,2016-05-12 01:45:12,15
buyer,2016-05-12 02:56:10,19
buyer,2016-05-12 03:45:08,20
buyer,2016-05-12 04:02:54,27
seller,2016-05-12 05:41:46,16
buyer,2016-05-12 08:48:29,21
seller,2016-05-12 21:36:36,14
buyer,2016-05-13 01:46:18,20
seller,2016-05-13 02:06:17,15
buyer,2016-05-13 22:40:47,15
buyer,2016-05-14 02:29:29,14
buyer,2016-05-14 05:47:11,22
buyer,2016-05-14 06:02:26,22
seller,2016-05-15 04:35:24,18
buyer,2016-05-16 23:16:34,16
buyer,2016-05-17 00:45:57,19
seller,2016-05-17 04:11:22,17
buyer,2016-05-17 05:14:09,13
buyer,2016-05-17 05:18:22,14
buyer,2016-05-18 03:35:12,19
buyer,2016-05-18 04:27:34,19
buyer,2016-05-18 05:16:03,15
buyer,2016-05-18 05:43:05,16
buyer,2016-05-18 06:14:15,20
buyer,2016-05-18 07:23:29,17
seller,2016-05-19 01:25:42,17
buyer,2016-05-19 23:47:51,23
buyer,2016-05-20 03:24:22,19
buyer,2016-05-20 05:53:47,19
buyer,2016-05-21 00:09:18,21
buyer,2016-05-21 07:01:00,19
buyer,2016-05-23 23:43:13,22
seller,2016-05-24 03:49:08,17
buyer,2016-05-24 23:58:04,24
buyer,2016-05-25 06:00:50,17
seller,2016-05-26 00:22:15,16
buyer,2016-05-27 01:10:37,19
seller,2016-05-27 01:29:43,10
seller,2016-05-27 02:57:39,19
buyer,2016-05-27 05:36:20,16
buyer,2016-05-28 00:14:43,19
seller,2016-05-31 20:32:44,15
seller,2016-05-31 20:36:16,16
buyer,2016-06-02 02:50:44,20
buyer,2016-06-02 03:18:05,20
seller,2016-06-02 05:20:44,19
buyer,2016-06-02 05:46:56,17
buyer,2016-06-02 06:29:43,17
seller,2016-06-02 07:03:15,13
seller,2016-06-03 01:48:30,18
buyer,2016-06-03 02:23:58,19
seller,2016-06-03 03:58:30,16
buyer,2016-06-03 06:14:29,15
buyer,2016-06-03 06:46:30,24
seller,2016-06-04 02:51:21,16
seller,2016-06-04 03:41:52,17
buyer,2016-06-04 03:54:47,20
buyer,2016-06-07 01:43:39,21
buyer,2016-06-07 05:37:21,16
buyer,2016-06-08 01:54:13,22
buyer,2016-06-09 00:46:40,19
buyer,2016-06-09 03:54:06,23
buyer,2016-06-09 05:04:33,18
buyer,2016-06-10 01:33:39,17
buyer,2016-06-11 07:02:13,14
buyer,2016-06-12 13:19:46,18
seller,2016-06-14 03:04:48,12
buyer,2016-06-14 05:11:13,21
buyer,2016-06-15 08:29:34,18
buyer,2016-06-16 00:09:19,26
seller,2016-06-16 00:39:15,16
seller,2016-06-16 01:29:50,14
seller,2016-06-16 04:13:04,12
buyer,2016-06-16 06:08:51,20
buyer,2016-06-17 01:59:44,19
buyer,2016-06-21 01:16:56,13
buyer,2016-06-21 04:47:56,19
buyer,2016-06-21 05:16:20,17
buyer,2016-06-21 23:05:55,19
buyer,2016-06-22 00:39:35,21
seller,2016-06-22 02:42:44,14
seller,2016-06-22 02:47:00,15
buyer,2016-06-22 05:22:43,21
buyer,2016-06-23 00:22:24,18
buyer,2016-06-23 04:41:30,16
seller,2016-06-23 05:40:32,14
buyer,2016-06-24 03:19:13,21
buyer,2016-06-25 04:04:24,21
buyer,2016-06-25 06:54:33,21
buyer,2016-06-28 04:11:43,19
seller,2016-06-30 02:06:19,12
seller,2016-06-30 03:36:39,14
seller,2016-07-01 02:34:50,12
buyer,2016-07-01 04:34:04,22
buyer,2016-07-01 17:36:21,24
buyer,2016-07-04 12:17:39,20
buyer,2016-07-06 00:28:00,22
seller,2016-07-06 04:23:19,10
buyer,2016-07-06 23:48:36,22
seller,2016-07-08 01:16:53,10
buyer,2016-07-08 03:09:31,21
seller,2016-07-11 12:14:42,14
buyer,2016-07-13 00:43:26,26
buyer,2016-07-13 03:37:26,21
buyer,2016-07-13 05:21:04,22
buyer,2016-07-13 10:50:39,23
buyer,2016-07-14 03:57:58,22
buyer,2016-07-14 03:58:20,23
buyer,2016-07-15 02:30:22,23
buyer,2016-07-15 03:19:55,21
seller,2016-07-15 04:26:16,12
buyer,2016-07-15 04:32:14,21
buyer,2016-07-15 04:40:18,19
seller,2016-07-16 03:36:26,13
buyer,2016-07-16 23:23:11,23
buyer,2016-07-18 09:54:15,19
buyer,2016-07-19 05:33:13,20
buyer,2016-07-19 06:49:40,26
seller,2016-07-20 02:12:19,15
seller,2016-07-20 04:54:47,11
buyer,2016-07-21 00:39:51,17
buyer,2016-07-21 00:59:55,21
buyer,2016-07-21 03:49:52,24
buyer,2016-07-22 03:37:08,28
buyer,2016-07-22 04:18:33,25
buyer,2016-07-22 04:28:20,22
buyer,2016-07-22 06:35:08,25
seller,2016-07-23 00:50:29,13
buyer,2016-07-23 01:55:40,23
buyer,2016-07-23 03:52:17,21
buyer,2016-07-26 04:05:08,29
buyer,2016-07-27 00:04:02,26
buyer,2016-07-27 06:56:29,18
seller,2016-07-28 05:02:28,12
buyer,2016-07-28 12:57:46,23
seller,2016-07-29 04:04:13,10
buyer,2016-07-29 04:35:50,20
buyer,2016-07-30 09:40:08,22
buyer,2016-08-02 00:47:06,15
buyer,2016-08-03 00:34:29,20
buyer,2016-08-04 04:30:41,17
buyer,2016-08-04 06:04:04,14
buyer,2016-08-04 06:35:17,25
seller,2016-08-05 00:41:19,12
seller,2016-08-05 02:53:01,15
seller,2016-08-05 06:24:07,17
seller,2016-08-06 02:17:34,12
buyer,2016-08-09 06:37:12,19
seller,2016-08-10 01:59:49,11
buyer,2016-08-10 10:51:26,18
seller,2016-08-11 01:02:57,16
buyer,2016-08-11 01:08:13,18
buyer,2016-08-11 01:35:57,23
buyer,2016-08-11 02:37:07,14
buyer,2016-08-11 04:37:26,17
buyer,2016-08-11 06:42:38,17
buyer,2016-08-11 06:58:01,21
seller,2016-08-12 01:34:52,15
buyer,2016-08-12 06:05:36,20
buyer,2016-08-12 06:38:39,21
buyer,2016-08-13 02:35:52,16
buyer,2016-08-14 00:54:46,20
buyer,2016-08-16 11:39:09,20
buyer,2016-08-17 00:54:10,16
buyer,2016-08-17 02:30:21,19
buyer,2016-08-17 06:49:14,25
seller,2016-08-18 01:18:32,14
buyer,2016-08-18 02:09:14,17
buyer,2016-08-18 05:38:15,21
buyer,2016-08-18 06:10:56,16
buyer,2016-08-19 22:08:14,19
seller,2016-08-20 00:37:02,16
seller,2016-08-20 03:24:19,17
buyer,2016-08-20 08:07:05,24
buyer,2016-08-20 13:14:17,23
seller,2016-08-25 00:11:01,14
buyer,2016-08-25 01:45:42,17
seller,2016-08-31 02:38:37,17
buyer,2016-08-31 23:23:23,21
buyer,2016-09-01 04:38:59,20
buyer,2016-09-01 05:43:02,19
seller,2016-09-01 09:43:37,16
seller,2016-09-02 01:05:29,15
seller,2016-09-02 01:11:22,15
buyer,2016-09-02 01:14:22,16
buyer,2016-09-02 03:53:09,19
buyer,2016-09-02 20:51:53,19
seller,2016-09-03 01:30:20,16
seller,2016-09-03 03:13:07,10
seller,2016-09-07 02:49:16,15
buyer,2016-09-08 01:37:02,21
seller,2016-09-08 06:39:43,15
buyer,2016-09-08 10:40:02,23
buyer,2016-09-08 23:55:16,21
seller,2016-09-10 00:37:30,13
buyer,2016-09-13 03:20:43,23
buyer,2016-09-14 04:39:57,18
buyer,2016-09-15 00:18:47,21
seller,2016-09-15 00:50:04,16
seller,2016-09-15 03:22:58,15
buyer,2016-09-15 05:30:01,17
buyer,2016-09-15 06:48:10,26
seller,2016-09-16 01:36:46,16
buyer,2016-09-16 04:56:19,21
seller,2016-09-16 05:35:54,16
buyer,2016-09-16 05:59:33,20
buyer,2016-09-17 00:15:16,19
buyer,2016-09-17 00:24:02,23
buyer,2016-09-17 01:26:58,21
seller,2016-09-17 04:30:18,15
buyer,2016-09-19 12:04:08,20
buyer,2016-09-19 21:22:07,19
buyer,2016-09-20 00:44:27,22
seller,2016-09-20 02:18:35,13
buyer,2016-09-20 02:24:21,18
buyer,2016-09-20 23:24:04,19
seller,2016-09-21 00:02:35,12
seller,2016-09-21 00:17:03,16
buyer,2016-09-21 01:38:50,22
seller,2016-09-21 10:48:48,15
buyer,2016-09-21 23:52:04,20
seller,2016-09-22 00:34:13,19
seller,2016-09-22 04:43:52,14
buyer,2016-09-22 07:25:28,25
buyer,2016-09-23 04:37:18,18
buyer,2016-09-23 23:33:58,17
seller,2016-09-24 03:53:47,13
buyer,2016-09-24 05:00:31,17
seller,2016-09-27 02:12:57,14
buyer,2016-09-27 04:14:31,23
seller,2016-09-27 09:11:11,13
seller,2016-09-27 20:51:22,19
seller,2016-09-29 00:05:57,13
seller,2016-09-29 00:12:08,13
buyer,2016-09-29 03:13:36,20
buyer,2016-09-29 04:59:00,19
buyer,2016-09-29 09:51:30,26
buyer,2016-09-30 01:04:04,21
buyer,2016-09-30 01:29:50,23
buyer,2016-09-30 02:53:33,27
seller,2016-09-30 04:21:22,18
buyer,2016-10-03 11:04:13,21
seller,2016-10-04 02:58:07,17
buyer,2016-10-04 03:43:04,16
buyer,2016-10-04 04:42:52,22
seller,2016-10-04 04:52:45,15
buyer,2016-10-04 07:08:34,17
seller,2016-10-04 10:21:49,17
seller,2016-10-05 04:24:45,13
seller,2016-10-05 05:08:13,14
buyer,2016-10-06 05:38:01,15
buyer,2016-10-06 12:44:04,20
seller,2016-10-07 00:45:10,18
seller,2016-10-07 04:14:12,16
buyer,2016-10-09 05:47:53,18
buyer,2016-10-09 06:58:22,14
buyer,2016-10-09 12:36:00,23
buyer,2016-10-11 09:35:35,23
buyer,2016-10-12 00:33:22,19
buyer,2016-10-12 00:46:08,16
buyer,2016-10-12 02:04:39,20
buyer,2016-10-12 23:12:24,20
buyer,2016-10-13 02:42:07,20
seller,2016-10-14 00:50:39,13
buyer,2016-10-14 00:55:26,14
seller,2016-10-14 02:13:37,14
buyer,2016-10-14 02:33:52,22
seller,2016-10-14 03:38:42,14
buyer,2016-10-15 02:34:41,20
buyer,2016-10-15 09:16:13,20
buyer,2016-10-18 04:13:15,18
seller,2016-10-18 05:05:57,13
buyer,2016-10-18 05:52:40,21
seller,2016-10-19 05:29:40,11
buyer,2016-10-19 06:56:09,19
buyer,2016-10-19 09:15:16,20
seller,2016-10-20 01:22:47,16
buyer,2016-10-21 04:34:46,19
buyer,2016-10-21 23:34:10,26
seller,2016-10-22 01:30:46,11
buyer,2016-10-22 07:17:31,17
buyer,2016-10-23 01:19:51,21
buyer,2016-10-23 01:36:04,22
buyer,2016-10-25 05:06:28,22
buyer,2016-10-25 07:00:29,24
seller,2016-10-26 06:38:01,18
seller,2016-10-27 00:32:00,14
buyer,2016-10-27 01:34:53,21
buyer,2016-10-27 04:43:32,21
buyer,2016-10-27 04:53:02,17
buyer,2016-10-28 02:21:19,18
buyer,2016-10-28 05:39:26,20
buyer,2016-10-28 06:18:58,21
seller,2016-10-28 06:23:16,17
buyer,2016-10-29 10:08:17,25
buyer,2016-10-29 11:42:44,19
buyer,2016-10-30 08:31:24,19
buyer,2016-11-01 08:08:08,17
buyer,2016-11-01 19:24:57,18
buyer,2016-11-01 23:43:22,17
buyer,2016-11-02 04:54:29,20
buyer,2016-11-03 01:01:05,17
buyer,2016-11-03 01:24:23,19
buyer,2016-11-03 01:57:49,21
buyer,2016-11-03 05:08:34,19
buyer,2016-11-04 02:09:38,18
buyer,2016-11-05 01:14:54,17
buyer,2016-11-05 01:45:24,24
buyer,2016-11-05 09:58:57,26
buyer,2016-11-08 07:59:58,19
seller,2016-11-09 01:16:11,14
buyer,2016-11-09 05:16:09,17
buyer,2016-11-09 05:24:31,22
buyer,2016-11-10 01:32:36,21
buyer,2016-11-10 02:15:06,24
buyer,2016-11-10 06:33:51,19
buyer,2016-11-10 07:50:23,25
buyer,2016-11-12 05:25:18,23
buyer,2016-11-12 06:28:00,23
seller,2016-11-12 11:22:51,14
buyer,2016-11-13 05:37:35,20
buyer,2016-11-14 14:11:16,23
buyer,2016-11-15 23:35:23,15
buyer,2016-11-16 03:42:06,21
buyer,2016-11-16 05:13:42,21
buyer,2016-11-16 08:07:25,19
buyer,2016-11-16 14:19:30,20
seller,2016-11-18 06:20:13,14
buyer,2016-11-18 14:02:34,20
buyer,2016-11-19 07:12:46,23
seller,2016-11-21 08:51:46,13
seller,2016-11-21 08:59:26,15
buyer,2016-11-22 03:03:32,25
buyer,2016-11-22 07:26:44,16
buyer,2016-11-23 00:58:59,27
buyer,2016-11-23 04:41:40,16
buyer,2016-11-24 01:21:51,21
buyer,2016-11-24 02:44:56,22
buyer,2016-11-27 05:09:56,25
buyer,2016-11-29 04:23:52,21
seller,2016-11-29 05:24:06,16
buyer,2016-11-30 00:51:55,23
buyer,2016-11-30 02:32:56,19
buyer,2016-11-30 02:39:40,24
buyer,2016-11-30 03:53:29,25
buyer,2016-12-01 03:32:36,29
buyer,2016-12-02 07:31:09,20
seller,2016-12-02 11:25:48,15
buyer,2016-12-03 02:32:37,27
seller,2016-12-03 03:15:51,18
buyer,2016-12-03 04:05:15,23
buyer,2016-12-04 00:50:15,25
buyer,2016-12-04 07:49:55,22
buyer,2016-12-06 00:30:15,25
seller,2016-12-06 05:21:52,16
buyer,2016-12-06 06:06:25,29
buyer,2016-12-06 07:25:43,27
buyer,2016-12-06 23:02:38,24
seller,2016-12-07 03:01:05,16
seller,2016-12-07 06:21:13,14
buyer,2016-12-07 12:27:44,23
buyer,2016-12-08 04:15:54,24
seller,2016-12-08 06:30:49,16
buyer,2016-12-08 07:27:08,21
seller,2016-12-09 02:22:13,15
seller,2016-12-09 02:43:59,16
seller,2016-12-09 02:53:00,13
buyer,2016-12-09 03:30:39,25
buyer,2016-12-09 09:21:33,25
buyer,2016-12-10 03:40:44,24
buyer,2016-12-10 04:37:17,26
buyer,2016-12-10 05:24:38,27
seller,2016-12-10 07:15:35,16
seller,2016-12-13 00:38:57,13
buyer,2016-12-13 03:18:03,26
buyer,2016-12-13 03:50:33,23
buyer,2016-12-13 04:51:03,23
seller,2016-12-13 07:18:39,14
seller,2016-12-13 07:33:13,18
buyer,2016-12-14 02:00:28,28
buyer,2016-12-14 04:16:48,21
seller,2016-12-14 06:35:16,17
buyer,2016-12-15 00:13:06,26
buyer,2016-12-15 03:01:55,27
seller,2016-12-15 03:02:41,19
buyer,2016-12-15 05:56:52,24
seller,2016-12-15 08:09:32,18
seller,2016-12-16 00:41:10,16
buyer,2016-12-16 01:33:05,30
buyer,2016-12-16 04:30:54,28
seller,2016-12-16 04:51:17,16
seller,2016-12-16 07:07:49,14
buyer,2016-12-16 08:09:46,26
seller,2016-12-17 02:22:43,20
buyer,2016-12-17 02:26:39,23
buyer,2016-12-17 04:48:15,23
seller,2016-12-17 05:01:58,15
buyer,2016-12-17 05:47:11,22
buyer,2016-12-20 01:18:02,27
buyer,2016-12-20 06:13:04,24
buyer,2016-12-21 07:27:03,24
seller,2016-12-21 09:08:57,17
seller,2016-12-21 10:31:00,15
buyer,2016-12-21 13:02:58,27
seller,2016-12-23 03:11:41,18
buyer,2016-12-28 01:40:52,27
buyer,2016-12-29 03:15:18,23
buyer,2016-12-30 02:12:57,26
buyer,2016-12-31 02:04:49,27
seller,2016-12-31 02:44:43,15
buyer,2016-12-31 04:35:42,17
buyer,2016-12-31 08:06:47,26
buyer,2017-01-04 03:44:56,18
buyer,2017-01-04 04:11:15,19
buyer,2017-01-04 04:44:57,20
seller,2017-01-04 06:39:10,20
seller,2017-01-04 07:22:22,17
seller,2017-01-04 07:42:47,12
buyer,2017-01-04 07:52:13,23
buyer,2017-01-05 01:03:46,25
buyer,2017-01-05 01:40:20,18
buyer,2017-01-05 09:50:05,21
buyer,2017-01-05 22:53:30,22
buyer,2017-01-06 01:00:02,23
seller,2017-01-06 04:55:44,16
buyer,2017-01-06 05:50:38,24
seller,2017-01-06 07:08:41,15
buyer,2017-01-06 08:18:47,27
buyer,2017-01-07 03:18:30,23
buyer,2017-01-07 04:04:24,21
seller,2017-01-07 04:28:05,16
seller,2017-01-07 04:45:41,15
buyer,2017-01-07 05:17:25,18
buyer,2017-01-07 07:13:50,28
buyer,2017-01-07 07:29:19,28
buyer,2017-01-10 01:32:51,24
buyer,2017-01-10 01:54:11,24
buyer,2017-01-10 04:20:53,26
buyer,2017-01-10 05:00:48,26
buyer,2017-01-10 05:58:02,15
buyer,2017-01-10 06:33:18,20
buyer,2017-01-10 09:06:26,25
buyer,2017-01-10 22:52:58,26
buyer,2017-01-11 01:38:35,22
seller,2017-01-11 03:47:01,19
buyer,2017-01-12 06:08:12,27
buyer,2017-01-13 05:30:33,22
seller,2017-01-13 05:53:10,19
buyer,2017-01-13 05:56:49,23
buyer,2017-01-14 01:28:12,24
seller,2017-01-14 02:35:18,15
buyer,2017-01-14 02:54:05,17
buyer,2017-01-15 01:11:27,26
buyer,2017-01-15 14:28:26,24
buyer,2017-01-17 01:22:47,22
seller,2017-01-17 03:17:01,21
buyer,2017-01-17 05:08:04,23
buyer,2017-01-17 06:09:19,23
buyer,2017-01-17 06:36:37,25
buyer,2017-01-17 07:24:33,28
buyer,2017-01-17 08:02:54,22
buyer,2017-01-17 12:29:47,25
seller,2017-01-18 04:34:39,16
seller,2017-01-18 05:25:25,15
buyer,2017-01-18 05:39:58,20
buyer,2017-01-18 06:57:29,27
seller,2017-01-18 07:38:55,14
buyer,2017-01-19 02:14:14,22
buyer,2017-01-19 02:28:55,21
buyer,2017-01-19 02:37:13,17
buyer,2017-01-19 04:01:51,30
buyer,2017-01-19 05:31:06,22
buyer,2017-01-19 06:59:59,23
seller,2017-01-20 02:43:11,16
seller,2017-01-21 01:17:17,19
buyer,2017-01-21 01:32:20,27
buyer,2017-01-21 06:36:06,27
buyer,2017-01-24 03:18:47,25
buyer,2017-01-24 04:12:42,27
seller,2017-01-24 04:14:11,16
buyer,2017-01-24 05:40:50,19
seller,2017-01-24 06:34:02,16
seller,2017-01-25 01:33:11,15
buyer,2017-01-25 03:24:37,22
seller,2017-01-25 03:47:54,19
seller,2017-01-25 05:59:57,15
buyer,2017-01-25 06:19:48,23
buyer,2017-01-25 06:43:08,29
buyer,2017-01-26 01:41:26,17
buyer,2017-01-26 03:32:59,21
buyer,2017-01-27 04:02:31,21
buyer,2017-01-27 06:26:05,26
buyer,2017-01-27 07:20:51,23
seller,2017-01-27 10:26:58,19
buyer,2017-01-28 02:05:19,17
seller,2017-01-28 04:14:56,18
buyer,2017-01-28 05:05:54,21
buyer,2017-01-28 07:07:13,19
buyer,2017-01-30 07:08:30,24
seller,2017-01-31 00:49:08,14
buyer,2017-01-31 07:46:20,19
buyer,2017-01-31 14:09:21,23
buyer,2017-01-31 23:36:40,25
buyer,2017-02-01 03:54:04,22
buyer,2017-02-01 06:00:31,22
buyer,2017-02-01 07:36:33,20
seller,2017-02-01 08:00:57,13
buyer,2017-02-02 03:55:55,27
buyer,2017-02-03 04:06:04,24
seller,2017-02-03 04:14:35,15
